locus_tag	old_locus_tag
LK433_RS13120	LK433_13120
LK433_RS13125	LK433_13125
LK433_RS13130	LK433_13130
LK433_RS13135	LK433_13135
LK433_RS13140	LK433_13140
LK433_RS13145	LK433_13145
LK433_RS13150	LK433_13150
LK433_RS13155	LK433_13155
LK433_RS13160	LK433_13160
LK433_RS13165	LK433_13165
LK433_RS13170	LK433_13170
LK433_RS13175	LK433_13175
LK433_RS13180	LK433_13180
LK433_RS13185	LK433_13185
LK433_RS13190	LK433_13190
LK433_RS13195	LK433_13195
LK433_RS13200	LK433_13200
LK433_RS13205	LK433_13205
LK433_RS13210	LK433_13210
LK433_RS13215	LK433_13215
LK433_RS13220	LK433_13220
LK433_RS13225	LK433_13225
LK433_RS13230	LK433_13230
LK433_RS13235	LK433_13235
LK433_RS13240	LK433_13240
LK433_RS13245	LK433_13245
LK433_RS13250	LK433_13250
LK433_RS13255	LK433_13255
LK433_RS13260	LK433_13260
LK433_RS13265	LK433_13265
LK433_RS13270	LK433_13270
LK433_RS13275	LK433_13275
LK433_RS13280	LK433_13280
LK433_RS13285	LK433_13285
LK433_RS13290	LK433_13290
LK433_RS13295	LK433_13295
LK433_RS13300	LK433_13300
LK433_RS13305	LK433_13305
LK433_RS13310	LK433_13310
LK433_RS13315	LK433_13315
LK433_RS13320	LK433_13320
LK433_RS13325	LK433_13325
LK433_RS13330	LK433_13330
LK433_RS13335	LK433_13335
LK433_RS13340	LK433_13340
LK433_RS13345	LK433_13345
LK433_RS13350	LK433_13350
LK433_RS13355	LK433_13355
LK433_RS13360	LK433_13360
LK433_RS13365	LK433_13365
LK433_RS13370	LK433_13370
LK433_RS13375	LK433_13375
LK433_RS13380	LK433_13380
LK433_RS13385	LK433_13385
LK433_RS13390	LK433_13390
LK433_RS13395	LK433_13395
LK433_RS13400	LK433_13400
LK433_RS13405	LK433_13405
LK433_RS13410	LK433_13410
LK433_RS13415	LK433_13415
LK433_RS13420	LK433_13420
LK433_RS13425	LK433_13425
LK433_RS13430	LK433_13430
LK433_RS13435	LK433_13435
LK433_RS13440	LK433_13440
LK433_RS13445	LK433_13445
LK433_RS13450	LK433_13450
LK433_RS13455	LK433_13455
LK433_RS13460	LK433_13460
LK433_RS13465	LK433_13465
LK433_RS13470	LK433_13470
LK433_RS13475	LK433_13475
LK433_RS13480	LK433_13480
LK433_RS13485	LK433_13485
LK433_RS13490	LK433_13490
LK433_RS13495	LK433_13495
LK433_RS13500	LK433_13500
LK433_RS13505	LK433_13505
LK433_RS13510	LK433_13510
LK433_RS13515	LK433_13515
LK433_RS13520	LK433_13520
LK433_RS13525	LK433_13525
LK433_RS13530	LK433_13530
LK433_RS13535	LK433_13535
LK433_RS13540	LK433_13540
LK433_RS13545	LK433_13545
LK433_RS13550	LK433_13550
LK433_RS13555	LK433_13555
LK433_RS13560	LK433_13560
LK433_RS13565	LK433_13565
LK433_RS13570	LK433_13570
LK433_RS13575	LK433_13575
LK433_RS13580	LK433_13580
LK433_RS13585	LK433_13585
LK433_RS13590	LK433_13590
LK433_RS13595	LK433_13595
LK433_RS13600	LK433_13600
LK433_RS13605	LK433_13605
LK433_RS13610	LK433_13610
LK433_RS13615	LK433_13615
LK433_RS13620	LK433_13620
LK433_RS13625	LK433_13625
LK433_RS13630	LK433_13630
LK433_RS13635	LK433_13635
LK433_RS13640	LK433_13640
LK433_RS13645	LK433_13645
LK433_RS13650	LK433_13650
LK433_RS13655	LK433_13655
LK433_RS13660	LK433_13660
LK433_RS13665	LK433_13665
LK433_RS13670	LK433_13670
LK433_RS13675	LK433_13675
LK433_RS13680	LK433_13680
LK433_RS13685	LK433_13685
LK433_RS13690	LK433_13690
LK433_RS13695	LK433_13695
LK433_RS13700	LK433_13700
LK433_RS13705	LK433_13705
LK433_RS13710	LK433_13710
LK433_RS13715	LK433_13715
LK433_RS13720	LK433_13720
LK433_RS13725	LK433_13725
LK433_RS13730	LK433_13730
LK433_RS13735	LK433_13735
LK433_RS13740	LK433_13740
LK433_RS13745	LK433_13745
LK433_RS13750	LK433_13750
LK433_RS13755	LK433_13755
LK433_RS13760	LK433_13760
LK433_RS13765	LK433_13765
LK433_RS13770	LK433_13770
LK433_RS13775	LK433_13775
LK433_RS13780	LK433_13780
LK433_RS13785	LK433_13785
LK433_RS13790	LK433_13790
LK433_RS13795	LK433_13795
LK433_RS13800	LK433_13800
LK433_RS13805	LK433_13805
LK433_RS13810	LK433_13810
LK433_RS13815	LK433_13815
LK433_RS13820	LK433_13820
LK433_RS13825	LK433_13825
LK433_RS13830	LK433_13830
LK433_RS13835	LK433_13835
LK433_RS13840	LK433_13840
LK433_RS13845	LK433_13845
LK433_RS13850	LK433_13850
LK433_RS13855	LK433_13855
LK433_RS13860	LK433_13860
LK433_RS13865	LK433_13865
LK433_RS13870	LK433_13870
LK433_RS13875	LK433_13875
LK433_RS13880	LK433_13880
LK433_RS13885	LK433_13885
LK433_RS13890	LK433_13890
LK433_RS13895	LK433_13895
LK433_RS13905	LK433_13905
LK433_RS13910	LK433_13910
LK433_RS13915	LK433_13915
LK433_RS13920	LK433_13920
LK433_RS13925	LK433_13925
LK433_RS13930	LK433_13930
LK433_RS13935	LK433_13935
LK433_RS13940	LK433_13940
LK433_RS13945	LK433_13945
LK433_RS13950	LK433_13950
LK433_RS13955	LK433_13955
LK433_RS13960	LK433_13960
LK433_RS13965	LK433_13965
LK433_RS13970	LK433_13970
LK433_RS13975	LK433_13975
LK433_RS13980	LK433_13980
LK433_RS13985	LK433_13985
LK433_RS13990	LK433_13990
LK433_RS13995	LK433_13995
LK433_RS14000	LK433_14000
LK433_RS14005	LK433_14005
LK433_RS14015	LK433_14010
LK433_RS14020	LK433_14015
LK433_RS14025	LK433_14020
LK433_RS14030	LK433_14025
LK433_RS14035	LK433_14030
LK433_RS14040	LK433_14035
LK433_RS14045	LK433_14040
LK433_RS14050	LK433_14045
LK433_RS14055	LK433_14050
LK433_RS14060	LK433_14055
LK433_RS14065	LK433_14060
LK433_RS14070	LK433_14065
LK433_RS14075	LK433_14070
LK433_RS14080	LK433_14075
LK433_RS14085	LK433_14080
LK433_RS14090	LK433_14085
LK433_RS14095	LK433_14090
LK433_RS14100	LK433_14095
LK433_RS14105	LK433_14100
LK433_RS14110	LK433_14105
LK433_RS14115	LK433_14110
LK433_RS14120	LK433_14115
LK433_RS14125	LK433_14120
LK433_RS14130	LK433_14125
LK433_RS14135	LK433_14130
LK433_RS14140	LK433_14135
LK433_RS14145	LK433_14140
LK433_RS14150	LK433_14145
LK433_RS14155	LK433_14150
LK433_RS14160	LK433_14155
LK433_RS14165	LK433_14160
LK433_RS14170	LK433_14165
LK433_RS14175	LK433_14170
LK433_RS14180	LK433_14175
LK433_RS14185	LK433_14180
LK433_RS14190	LK433_14185
LK433_RS14195	LK433_14190
LK433_RS14200	LK433_14195
LK433_RS14205	LK433_14200
LK433_RS14210	LK433_14205
LK433_RS14215	LK433_14210
LK433_RS14220	LK433_14215
LK433_RS14225	LK433_14220
LK433_RS14230	LK433_14225
LK433_RS14235	LK433_14230
LK433_RS14240	LK433_14235
LK433_RS14245	LK433_14240
LK433_RS14250	LK433_14245
LK433_RS14255	LK433_14250
LK433_RS14260	LK433_14255
LK433_RS14265	LK433_14260
LK433_RS14270	LK433_14265
LK433_RS14275	LK433_14270
LK433_RS14280	LK433_14275
LK433_RS14285	LK433_14280
LK433_RS14290	LK433_14285
LK433_RS14295	LK433_14290
LK433_RS14300	LK433_14295
LK433_RS14305	LK433_14300
LK433_RS14310	LK433_14305
LK433_RS14315	LK433_14310
LK433_RS14320	LK433_14315
LK433_RS14325	LK433_14320
LK433_RS14330	LK433_14325
LK433_RS14335	LK433_14330
LK433_RS14340	LK433_14335
LK433_RS14345	LK433_14340
LK433_RS14350	LK433_14345
LK433_RS14355	LK433_14350
LK433_RS14360	LK433_14355
LK433_RS14365	LK433_14360
LK433_RS14370	LK433_14365
LK433_RS14375	LK433_14370
LK433_RS14380	LK433_14375
LK433_RS14385	LK433_14380
LK433_RS14390	LK433_14385
LK433_RS14395	LK433_14390
LK433_RS14400	LK433_14395
LK433_RS14405	LK433_14400
LK433_RS14410	LK433_14405
LK433_RS14415	LK433_14410
LK433_RS14420	LK433_14415
LK433_RS14425	LK433_14420
LK433_RS14430	LK433_14425
LK433_RS14435	LK433_14430
LK433_RS14440	LK433_14435
LK433_RS14445	LK433_14440
LK433_RS14450	LK433_14445
LK433_RS14455	LK433_14450
LK433_RS14460	LK433_14455
LK433_RS14465	LK433_14460
LK433_RS14470	LK433_14465
LK433_RS14475	LK433_14470
LK433_RS14480	LK433_14475
LK433_RS14485	LK433_14480
LK433_RS14490	LK433_14485
LK433_RS14495	LK433_14490
LK433_RS14500	LK433_14495
LK433_RS14505	LK433_14500
LK433_RS14510	LK433_14505
LK433_RS14515	LK433_14510
LK433_RS14520	LK433_14515
LK433_RS14525	LK433_14520
LK433_RS14530	LK433_14525
LK433_RS14535	LK433_14530
LK433_RS14540	LK433_14535
LK433_RS14545	LK433_14540
LK433_RS14550	LK433_14545
LK433_RS14555	LK433_14550
LK433_RS14560	LK433_14555
LK433_RS14565	LK433_14560
LK433_RS14570	LK433_14565
LK433_RS14575	LK433_14570
LK433_RS14580	LK433_14575
LK433_RS14585	LK433_14580
LK433_RS14590	LK433_14585
LK433_RS14595	LK433_14590
LK433_RS14600	LK433_14595
LK433_RS14605	LK433_14600
LK433_RS14610	LK433_14605
LK433_RS14615	LK433_14610
LK433_RS14620	LK433_14615
LK433_RS14625	LK433_14620
LK433_RS14630	LK433_14625
LK433_RS14635	LK433_14630
LK433_RS14640	LK433_14635
LK433_RS14645	LK433_14640
LK433_RS14650	LK433_14645
LK433_RS14655	LK433_14650
LK433_RS14660	LK433_14655
LK433_RS14665	LK433_14660
LK433_RS14670	LK433_14665
LK433_RS14675	LK433_14670
LK433_RS13900	LK433_13900
LK433_RS14685	LK433_14680
LK433_RS14690	LK433_14685
LK433_RS14695	LK433_14690
LK433_RS14700	LK433_14695
LK433_RS14705	LK433_14700
LK433_RS14710	LK433_14705
LK433_RS14715	LK433_14710
LK433_RS14720	LK433_14715
LK433_RS14725	LK433_14720
LK433_RS14730	LK433_14725
LK433_RS14735	LK433_14730
LK433_RS14740	LK433_14735
LK433_RS14745	LK433_14740
LK433_RS14750	LK433_14745
LK433_RS14755	LK433_14750
LK433_RS14760	LK433_14755
LK433_RS14765	LK433_14760
LK433_RS14770	LK433_14765
LK433_RS14775	LK433_14770
LK433_RS14780	LK433_14775
LK433_RS14785	LK433_14780
LK433_RS14790	LK433_14785
LK433_RS14795	LK433_14790
LK433_RS14800	LK433_14795
LK433_RS14805	LK433_14800
LK433_RS14810	LK433_14805
LK433_RS14815	LK433_14810
LK433_RS14820	LK433_14815
LK433_RS14825	LK433_14820
LK433_RS14830	LK433_14825
LK433_RS14835	LK433_14830
LK433_RS14840	LK433_14835
LK433_RS14845	LK433_14840
LK433_RS14850	LK433_14845
LK433_RS14855	LK433_14850
LK433_RS14860	LK433_14855
LK433_RS14865	LK433_14860
LK433_RS14870	LK433_14865
LK433_RS14875	LK433_14870
LK433_RS14880	LK433_14875
LK433_RS14885	LK433_14880
LK433_RS14890	LK433_14885
LK433_RS14895	LK433_14890
LK433_RS14900	LK433_14895
LK433_RS14905	LK433_14900
LK433_RS14910	LK433_14905
LK433_RS14915	LK433_14910
LK433_RS14920	LK433_14915
LK433_RS14925	LK433_14920
LK433_RS14930	LK433_14925
LK433_RS14935	LK433_14930
LK433_RS14940	LK433_14935
LK433_RS14945	LK433_14940
LK433_RS14950	LK433_14945
LK433_RS14955	LK433_14950
LK433_RS14960	LK433_14955
LK433_RS14965	LK433_14960
LK433_RS14970	LK433_14965
LK433_RS14680	LK433_14675
