# Species	Genes	Alg.-Conn.	b_theta_cds.fasta	b_theta_cds_orig.fasta
2	2	1	BT_0642	FE838_RS16645
2	2	1	BT_0643	FE838_RS16650
2	2	1	BT_0644	FE838_RS16655
2	2	1	BT_0645	FE838_RS16660
2	2	1	BT_0646	FE838_RS16665
2	2	1	BT_0647	FE838_RS16670
2	2	1	BT_0648	FE838_RS16675
2	2	1	BT_0649	FE838_RS16680
2	2	1	BT_0650	FE838_RS16685
2	2	1	BT_0651	FE838_RS16690
2	2	1	BT_0652	FE838_RS16695
2	2	1	BT_0653	FE838_RS16700
2	2	1	BT_0654	FE838_RS16705
2	2	1	BT_0655	FE838_RS16710
2	2	1	BT_0656	FE838_RS16715
2	2	1	BT_0657	FE838_RS16720
2	2	1	BT_0658	FE838_RS16725
2	2	1	BT_0659	FE838_RS16730
2	2	1	BT_0660	FE838_RS16735
2	2	1	BT_0661	FE838_RS16745
2	2	1	BT_0662	FE838_RS16750
2	2	1	BT_0663	FE838_RS16755
2	2	1	BT_0664	FE838_RS16760
2	2	1	BT_0665	FE838_RS16765
2	2	1	BT_0666	FE838_RS16770
2	2	1	BT_0667	FE838_RS16775
2	2	1	BT_0668	FE838_RS16780
2	2	1	BT_0669	FE838_RS16785
2	2	1	BT_0670	FE838_RS16790
2	2	1	BT_0671	FE838_RS16795
2	2	1	BT_0672	FE838_RS16800
2	2	1	BT_0673	FE838_RS16805
2	2	1	BT_0674	FE838_RS16810
2	2	1	BT_0675	FE838_RS16845
2	2	1	BT_0676	FE838_RS16850
2	2	1	BT_0677	FE838_RS16855
2	2	1	BT_0678	FE838_RS16860
2	2	1	BT_0679	FE838_RS16865
2	2	1	BT_0680	FE838_RS16870
2	2	1	BT_0681	FE838_RS16875
2	2	1	BT_0682	FE838_RS16880
2	2	1	BT_0683	FE838_RS16885
2	2	1	BT_0684	FE838_RS16890
2	2	1	BT_0685	FE838_RS16895
2	2	1	BT_0686	FE838_RS16900
2	2	1	BT_0687	FE838_RS16905
2	2	1	BT_0688	FE838_RS16910
2	2	1	BT_0689	FE838_RS16915
2	2	1	BT_0690	FE838_RS16920
2	2	1	BT_0691	FE838_RS16925
2	2	1	BT_0692	FE838_RS16930
2	2	1	BT_0693	FE838_RS16935
2	2	1	BT_0694	FE838_RS16940
2	2	1	BT_0695	FE838_RS16945
2	2	1	BT_0696	FE838_RS16950
2	2	1	BT_0697	FE838_RS16955
2	2	1	BT_0698	FE838_RS16960
2	2	1	BT_0699	FE838_RS16965
2	2	1	BT_0700	FE838_RS16970
2	2	1	BT_0701	FE838_RS16975
2	2	1	BT_0702	FE838_RS16980
2	2	1	BT_0703	FE838_RS16985
2	2	1	BT_0704	FE838_RS16990
2	2	1	BT_0705	FE838_RS16995
2	2	1	BT_0706	FE838_RS17005
2	2	1	BT_0707	FE838_RS17010
2	2	1	BT_0708	FE838_RS17015
2	2	1	BT_0709	FE838_RS17020
2	2	1	BT_0710	FE838_RS17025
2	2	1	BT_0711	FE838_RS17030
2	2	1	BT_0712	FE838_RS17035
2	2	1	BT_0713	FE838_RS17040
2	2	1	BT_0714	FE838_RS17045
2	2	1	BT_0715	FE838_RS17050
2	2	1	BT_0716	FE838_RS17055
2	2	1	BT_0717	FE838_RS17060
2	2	1	BT_0718	FE838_RS17065
2	2	1	BT_0719	FE838_RS17070
2	2	1	BT_0720	FE838_RS17075
2	2	1	BT_0721	FE838_RS17080
2	2	1	BT_0722	FE838_RS17085
2	2	1	BT_0723	FE838_RS17090
2	2	1	BT_0725	FE838_RS17095
2	2	1	BT_0726	FE838_RS17100
2	2	1	BT_0727	FE838_RS17105
2	2	1	BT_0728	FE838_RS17110
2	2	1	BT_0729	FE838_RS17115
2	2	1	BT_0730	FE838_RS17120
2	2	1	BT_0731	FE838_RS17125
2	2	1	BT_0732	FE838_RS17130
2	2	1	BT_0733	FE838_RS17135
2	2	1	BT_0734	FE838_RS17140
2	2	1	BT_0735	FE838_RS17145
2	2	1	BT_0736	FE838_RS17150
2	2	1	BT_0737	FE838_RS17155
2	2	1	BT_0738	FE838_RS17160
2	2	1	BT_0739	FE838_RS17165
2	2	1	BT_0740	FE838_RS17170
2	2	1	BT_0741	FE838_RS17175
2	2	1	BT_0742	FE838_RS17180
2	2	1	BT_0743	FE838_RS17185
2	2	1	BT_0744	FE838_RS17190
2	2	1	BT_0745	FE838_RS17195
2	2	1	BT_0746	FE838_RS17200
2	2	1	BT_0747	FE838_RS17205
2	2	1	BT_0748	FE838_RS17210
2	2	1	BT_0749	FE838_RS17215
2	2	1	BT_0750	FE838_RS17220
2	2	1	BT_0751	FE838_RS17225
2	2	1	BT_0752	FE838_RS17230
2	2	1	BT_0753	FE838_RS17235
2	2	1	BT_0754	FE838_RS17240
2	2	1	BT_0755	FE838_RS17245
2	2	1	BT_0756	FE838_RS17250
2	2	1	BT_0757	FE838_RS17255
2	2	1	BT_0758	FE838_RS17260
2	2	1	BT_0759	FE838_RS17265
2	2	1	BT_0760	FE838_RS17275
2	2	1	BT_0761	FE838_RS17280
2	2	1	BT_0763	FE838_RS17290
2	2	1	BT_0764	FE838_RS17295
2	2	1	BT_0765	FE838_RS17300
2	2	1	BT_0766	FE838_RS17305
2	2	1	BT_0767	FE838_RS17310
2	2	1	BT_0768	FE838_RS17315
2	2	1	BT_0769	FE838_RS17320
2	2	1	BT_0770	FE838_RS17325
2	2	1	BT_0771	FE838_RS17330
2	2	1	BT_0772	FE838_RS17335
2	2	1	BT_0773	FE838_RS17340
2	2	1	BT_0774	FE838_RS17345
2	2	1	BT_0775	FE838_RS17350
2	2	1	BT_0776	FE838_RS17355
2	2	1	BT_0777	FE838_RS17360
2	2	1	BT_0778	FE838_RS17365
2	2	1	BT_0779	FE838_RS17370
2	2	1	BT_0780	FE838_RS17375
2	2	1	BT_0781	FE838_RS17380
2	2	1	BT_0782	FE838_RS17385
2	2	1	BT_0784	FE838_RS17390
2	2	1	BT_0785	FE838_RS17395
2	2	1	BT_0785a	FE838_RS17400
2	2	1	BT_0786	FE838_RS17405
2	2	1	BT_0787	FE838_RS17410
2	2	1	BT_0788	FE838_RS17415
2	2	1	BT_0789	FE838_RS17420
2	2	1	BT_0790	FE838_RS17425
2	2	1	BT_0791	FE838_RS17430
2	2	1	BT_0792	FE838_RS17435
2	2	1	BT_0793	FE838_RS17440
2	2	1	BT_0794	FE838_RS17445
2	2	1	BT_0795	FE838_RS17450
2	2	1	BT_0796	FE838_RS17455
2	2	1	BT_0797	FE838_RS17460
2	2	1	BT_0798	FE838_RS17465
2	2	1	BT_0799	FE838_RS17470
2	2	1	BT_0800	FE838_RS17475
2	2	1	BT_0801	FE838_RS17480
2	2	1	BT_0802	FE838_RS17485
2	2	1	BT_0803	FE838_RS17490
2	2	1	BT_0804	FE838_RS17495
2	2	1	BT_0805	FE838_RS17500
2	2	1	BT_0806	FE838_RS17505
2	2	1	BT_0807	FE838_RS17510
2	2	1	BT_0808	FE838_RS17515
2	2	1	BT_0809	FE838_RS17520
2	2	1	BT_0810	FE838_RS24530
2	2	1	BT_0811	FE838_RS17525
2	2	1	BT_0812	FE838_RS17530
2	2	1	BT_0813	FE838_RS17535
2	2	1	BT_0814	FE838_RS17540
2	2	1	BT_0815	FE838_RS17545
2	2	1	BT_0816	FE838_RS17550
2	2	1	BT_0817	FE838_RS17555
2	2	1	BT_0818	FE838_RS17560
2	2	1	BT_0819	FE838_RS17565
2	2	1	BT_0820	FE838_RS17570
2	2	1	BT_0821	FE838_RS17575
2	2	1	BT_0822	FE838_RS17580
2	2	1	BT_0823	FE838_RS17595
2	2	1	BT_0824	FE838_RS17600
2	2	1	BT_0825	FE838_RS17605
2	2	1	BT_0826	FE838_RS17610
2	2	1	BT_0827	FE838_RS17615
2	2	1	BT_0828	FE838_RS17620
2	2	1	BT_0829	FE838_RS17625
2	2	1	BT_0830	FE838_RS17630
2	2	1	BT_0831	FE838_RS17635
2	2	1	BT_0832	FE838_RS17640
2	2	1	BT_0833	FE838_RS17645
2	2	1	BT_0834	FE838_RS17650
2	2	1	BT_0835	FE838_RS17655
2	2	1	BT_0837	FE838_RS17660
2	2	1	BT_0838	FE838_RS17665
2	2	1	BT_0839	FE838_RS17670
2	2	1	BT_0840	FE838_RS17675
2	2	1	BT_0841	FE838_RS17680
2	2	1	BT_0842	FE838_RS17685
2	2	1	BT_0843	FE838_RS17690
2	2	1	BT_0844	FE838_RS17695
2	2	1	BT_0845	FE838_RS17700
2	2	1	BT_0846	FE838_RS17705
2	2	1	BT_0848	FE838_RS17710
2	2	1	BT_0849	FE838_RS17715
2	2	1	BT_0850	FE838_RS17720
2	2	1	BT_0851	FE838_RS17725
2	2	1	BT_0852	FE838_RS24535
2	2	1	BT_0853	FE838_RS17745
2	2	1	BT_0854	FE838_RS17750
2	2	1	BT_0855	FE838_RS17755
2	2	1	BT_0856	FE838_RS17760
2	2	1	BT_0857	FE838_RS17765
2	2	1	BT_0858	FE838_RS17770
2	2	1	BT_0859	FE838_RS17775
2	2	1	BT_0860	FE838_RS17780
2	2	1	BT_0861	FE838_RS17785
2	2	1	BT_0862	FE838_RS17790
2	2	1	BT_0863	FE838_RS17795
2	2	1	BT_0864	FE838_RS17800
2	2	1	BT_0865	FE838_RS17805
2	2	1	BT_0866	FE838_RS17810
2	2	1	BT_0867	FE838_RS17815
2	2	1	BT_0868	FE838_RS17820
2	2	1	BT_0869	FE838_RS17825
2	2	1	BT_0870	FE838_RS17830
2	2	1	BT_0871	FE838_RS17835
2	2	1	BT_0872	FE838_RS17840
2	2	1	BT_0873	FE838_RS17845
2	2	1	BT_0874	FE838_RS17850
2	2	1	BT_0875	FE838_RS17855
2	2	1	BT_0876	FE838_RS17860
2	2	1	BT_0877	FE838_RS17865
2	2	1	BT_0878	FE838_RS17870
2	2	1	BT_0879	FE838_RS17875
2	2	1	BT_0880	FE838_RS17880
2	2	1	BT_0881	FE838_RS17885
2	2	1	BT_0882	FE838_RS17890
2	2	1	BT_0883	FE838_RS17895
2	2	1	BT_0884	FE838_RS17900
2	2	1	BT_0885	FE838_RS17905
2	2	1	BT_0886	FE838_RS17910
2	2	1	BT_0887	FE838_RS17915
2	2	1	BT_0888	FE838_RS17920
2	2	1	BT_0889	FE838_RS17925
2	2	1	BT_0890	FE838_RS17930
2	2	1	BT_0891	FE838_RS17935
2	2	1	BT_0892	FE838_RS17940
2	2	1	BT_0893	FE838_RS17945
2	2	1	BT_0894	FE838_RS17950
2	2	1	BT_0895	FE838_RS17955
2	2	1	BT_0896	FE838_RS17975
2	2	1	BT_0897	FE838_RS17980
2	2	1	BT_0898	FE838_RS17985
2	2	1	BT_0899	FE838_RS17990
2	2	1	BT_0900	FE838_RS17995
2	2	1	BT_0901	FE838_RS18000
2	2	1	BT_0902	FE838_RS18005
2	2	1	BT_0903	FE838_RS18010
2	2	1	BT_0904	FE838_RS18015
2	2	1	BT_0905	FE838_RS18020
2	2	1	BT_0906	FE838_RS18025
2	2	1	BT_0907	FE838_RS18030
2	2	1	BT_0908	FE838_RS18035
2	2	1	BT_0909	FE838_RS18040
2	2	1	BT_0910	FE838_RS18045
2	2	1	BT_0911	FE838_RS18050
2	2	1	BT_0912	FE838_RS18055
2	2	1	BT_0913	FE838_RS18060
2	2	1	BT_0914	FE838_RS18065
2	2	1	BT_0914a	FE838_RS18070
2	2	1	BT_0915	FE838_RS18075
2	2	1	BT_0916	FE838_RS18080
2	2	1	BT_0917	FE838_RS18085
2	2	1	BT_0920	FE838_RS18100
2	2	1	BT_0921	FE838_RS18105
2	2	1	BT_0922	FE838_RS18110
2	2	1	BT_0923	FE838_RS18115
2	2	1	BT_0924	FE838_RS18120
2	2	1	BT_0925	FE838_RS18125
2	2	1	BT_0926	FE838_RS18130
2	2	1	BT_0927	FE838_RS18135
2	2	1	BT_0928	FE838_RS18140
2	2	1	BT_0929	FE838_RS18145
2	2	1	BT_0931	FE838_RS18150
2	2	1	BT_0932	FE838_RS18155
2	2	1	BT_0934	FE838_RS18160
2	2	1	BT_0935	FE838_RS18165
2	2	1	BT_0937	FE838_RS18175
2	2	1	BT_0939	FE838_RS18190
2	2	1	BT_0940	FE838_RS18200
2	2	1	BT_0941	FE838_RS18210
2	2	1	BT_0942	FE838_RS18220
2	2	1	BT_0943	FE838_RS18225
2	2	1	BT_0944	FE838_RS18230
2	2	1	BT_0945	FE838_RS18235
2	2	1	BT_0946	FE838_RS18240
2	2	1	BT_0947	FE838_RS18245
2	2	1	BT_0948	FE838_RS18250
2	2	1	BT_0950	FE838_RS18255
2	2	1	BT_0951	FE838_RS18260
2	2	1	BT_0952	FE838_RS18265
2	2	1	BT_0953	FE838_RS18270
2	2	1	BT_0954	FE838_RS18280
2	2	1	BT_0955	FE838_RS18285
2	2	1	BT_0956	FE838_RS18290
2	2	1	BT_0957	FE838_RS18295
2	2	1	BT_0958	FE838_RS18300
2	2	1	BT_0959	FE838_RS18305
2	2	1	BT_0960	FE838_RS18310
2	2	1	BT_0961	FE838_RS18315
2	2	1	BT_0962	FE838_RS18320
2	2	1	BT_0963	FE838_RS18325
2	2	1	BT_0964	FE838_RS18330
2	2	1	BT_0965	FE838_RS18335
2	2	1	BT_0966	FE838_RS18340
2	2	1	BT_0967	FE838_RS18345
2	2	1	BT_0968	FE838_RS18350
2	2	1	BT_0969	FE838_RS18355
2	2	1	BT_0970	FE838_RS18360
2	2	1	BT_0971	FE838_RS18365
2	2	1	BT_0972	FE838_RS18370
2	2	1	BT_0973	FE838_RS18375
2	2	1	BT_0974	FE838_RS18380
2	2	1	BT_0975	FE838_RS18385
2	2	1	BT_0976	FE838_RS18390
2	2	1	BT_0977	FE838_RS18395
2	2	1	BT_0978	FE838_RS18400
2	2	1	BT_0979	FE838_RS18405
2	2	1	BT_0980	FE838_RS18410
2	2	1	BT_0981	FE838_RS18415
2	2	1	BT_0982	FE838_RS18420
2	2	1	BT_0983	FE838_RS18425
2	2	1	BT_0984	FE838_RS18430
2	2	1	BT_0985	FE838_RS18435
2	2	1	BT_0986	FE838_RS18440
2	2	1	BT_0987	FE838_RS18445
2	2	1	BT_0988	FE838_RS18450
2	2	1	BT_0989	FE838_RS18455
2	2	1	BT_0990	FE838_RS18460
2	2	1	BT_0991	FE838_RS18465
2	2	1	BT_0992	FE838_RS18470
2	2	1	BT_0993	FE838_RS18475
2	2	1	BT_0994	FE838_RS18480
2	2	1	BT_0995	FE838_RS18485
2	2	1	BT_0996	FE838_RS18490
2	2	1	BT_0997	FE838_RS18495
2	2	1	BT_0998	FE838_RS18500
2	2	1	BT_0999	FE838_RS18505
2	2	1	BT_1000	FE838_RS18510
2	2	1	BT_1001	FE838_RS18515
2	2	1	BT_1002	FE838_RS18520
2	2	1	BT_1003	FE838_RS18525
2	2	1	BT_1004	FE838_RS18530
2	2	1	BT_1005	FE838_RS18535
2	2	1	BT_1006	FE838_RS18540
2	2	1	BT_1007	FE838_RS18545
2	2	1	BT_1008	FE838_RS18550
2	2	1	BT_1009	FE838_RS18555
2	2	1	BT_1010	FE838_RS18560
2	2	1	BT_1011	FE838_RS18565
2	2	1	BT_1012	FE838_RS18570
2	2	1	BT_1013	FE838_RS18575
2	2	1	BT_1014	FE838_RS18580
2	2	1	BT_1015	FE838_RS18585
2	2	1	BT_1016	FE838_RS18590
2	2	1	BT_1017	FE838_RS18595
2	2	1	BT_1018	FE838_RS18600
2	2	1	BT_1019	FE838_RS18605
2	2	1	BT_1020	FE838_RS18610
2	2	1	BT_1021	FE838_RS18615
2	2	1	BT_1022	FE838_RS18620
2	2	1	BT_1023	FE838_RS18625
2	2	1	BT_1024	FE838_RS18630
2	2	1	BT_1025	FE838_RS18635
2	2	1	BT_1026	FE838_RS18640
2	2	1	BT_1028	FE838_RS18645
2	2	1	BT_1029	FE838_RS18650
2	2	1	BT_1030	FE838_RS18655
2	2	1	BT_1031	FE838_RS18660
2	2	1	BT_1032	FE838_RS18665
2	2	1	BT_1033	FE838_RS18670
2	2	1	BT_1034	FE838_RS18675
2	2	1	BT_1035	FE838_RS18680
2	2	1	BT_1036	FE838_RS18685
2	2	1	BT_1037	FE838_RS18690
2	2	1	BT_1038	FE838_RS18695
2	2	1	BT_1039	FE838_RS18700
2	2	1	BT_1040	FE838_RS18705
2	2	1	BT_1041	FE838_RS18710
2	2	1	BT_1042	FE838_RS18715
2	2	1	BT_1043	FE838_RS18720
2	2	1	BT_1044	FE838_RS18725
2	2	1	BT_1045	FE838_RS18730
2	2	1	BT_1046	FE838_RS18735
2	2	1	BT_1047	FE838_RS18740
2	2	1	BT_1048	FE838_RS18745
2	2	1	BT_1049	FE838_RS18750
2	2	1	BT_1050	FE838_RS18755
2	2	1	BT_1051	FE838_RS18760
2	2	1	BT_1052	FE838_RS18765
2	2	1	BT_1053	FE838_RS18770
2	2	1	BT_1054	FE838_RS18775
2	2	1	BT_1055	FE838_RS18780
2	2	1	BT_1056	FE838_RS18785
2	2	1	BT_1057	FE838_RS18790
2	2	1	BT_1058	FE838_RS18795
2	2	1	BT_1059	FE838_RS18800
2	2	1	BT_1060	FE838_RS18805
2	2	1	BT_1061	FE838_RS18810
2	2	1	BT_1062	FE838_RS18815
2	2	1	BT_1063	FE838_RS18820
2	2	1	BT_1064	FE838_RS18825
2	2	1	BT_1066	FE838_RS18830
2	2	1	BT_1067	FE838_RS18835
2	2	1	BT_1068	FE838_RS18840
2	2	1	BT_1069	FE838_RS18845
2	2	1	BT_1070	FE838_RS18850
2	2	1	BT_1071	FE838_RS18855
2	2	1	BT_1072	FE838_RS18865
2	2	1	BT_1073	FE838_RS18870
2	2	1	BT_1074	FE838_RS18875
2	2	1	BT_1075	FE838_RS18880
2	2	1	BT_1076	FE838_RS18885
2	2	1	BT_1077	FE838_RS18895
2	2	1	BT_1078	FE838_RS18900
2	2	1	BT_1079	FE838_RS18905
2	2	1	BT_1080	FE838_RS18910
2	2	1	BT_1081	FE838_RS18915
2	2	1	BT_1082	FE838_RS18920
2	2	1	BT_1083	FE838_RS18925
2	2	1	BT_1084	FE838_RS18930
2	2	1	BT_1085	FE838_RS18935
2	2	1	BT_1086	FE838_RS18940
2	2	1	BT_1087	FE838_RS18945
2	2	1	BT_1088	FE838_RS18950
2	2	1	BT_1089	FE838_RS18955
2	2	1	BT_1090	FE838_RS18960
2	2	1	BT_1091	FE838_RS18965
2	2	1	BT_1092	FE838_RS18970
2	2	1	BT_1093	FE838_RS18975
2	2	1	BT_1095	FE838_RS18980
2	2	1	BT_1098	FE838_RS19010
2	2	1	BT_1099	FE838_RS19015
2	2	1	BT_1100	FE838_RS19020
2	2	1	BT_1101	FE838_RS19025
2	2	1	BT_1102	FE838_RS19030
2	2	1	BT_1103	FE838_RS19035
2	2	1	BT_1104	FE838_RS19040
2	2	1	BT_1105	FE838_RS19045
2	2	1	BT_1106	FE838_RS19050
2	2	1	BT_1107	FE838_RS19055
2	2	1	BT_1108	FE838_RS19060
2	2	1	BT_1109	FE838_RS19065
2	2	1	BT_1110	FE838_RS19070
2	2	1	BT_1113	FE838_RS19080
2	2	1	BT_1114	FE838_RS19085
2	2	1	BT_1115	FE838_RS19090
2	2	1	BT_1116	FE838_RS19095
2	2	1	BT_1117	FE838_RS19100
2	2	1	BT_1118	FE838_RS19105
2	2	1	BT_1119	FE838_RS19110
2	2	1	BT_1121	FE838_RS19115
2	2	1	BT_1122	FE838_RS19120
2	2	1	BT_1123	FE838_RS19125
2	2	1	BT_1124	FE838_RS19130
2	2	1	BT_1125	FE838_RS19135
2	2	1	BT_1126	FE838_RS19140
2	2	1	BT_1127	FE838_RS19145
2	2	1	BT_1128	FE838_RS19150
2	2	1	BT_1129	FE838_RS19155
2	2	1	BT_1130	FE838_RS19160
2	2	1	BT_1132	FE838_RS19170
2	2	1	BT_1133	FE838_RS19175
2	2	1	BT_1134	FE838_RS19180
2	2	1	BT_1135	FE838_RS19185
2	2	1	BT_1136	FE838_RS19190
2	2	1	BT_1138	FE838_RS19200
2	2	1	BT_1139	FE838_RS19205
2	2	1	BT_1140	FE838_RS19210
2	2	1	BT_1141	FE838_RS19220
2	2	1	BT_1142	FE838_RS19225
2	2	1	BT_1143	FE838_RS19230
2	2	1	BT_1144	FE838_RS19235
2	2	1	BT_1145	FE838_RS19240
2	2	1	BT_1146	FE838_RS19245
2	2	1	BT_1147	FE838_RS19250
2	2	1	BT_1148	FE838_RS19255
2	2	1	BT_1149	FE838_RS19260
2	2	1	BT_1150	FE838_RS19265
2	2	1	BT_1151	FE838_RS19270
2	2	1	BT_1152	FE838_RS19275
2	2	1	BT_1153	FE838_RS19280
2	2	1	BT_1154	FE838_RS19285
2	2	1	BT_1155	FE838_RS19290
2	2	1	BT_1156	FE838_RS19295
2	2	1	BT_1157	FE838_RS19300
2	2	1	BT_1158	FE838_RS19305
2	2	1	BT_1159	FE838_RS19310
2	2	1	BT_1160	FE838_RS19315
2	2	1	BT_1161	FE838_RS19320
2	2	1	BT_1162	FE838_RS19325
2	2	1	BT_1163	FE838_RS19330
2	2	1	BT_1164	FE838_RS19335
2	2	1	BT_1165	FE838_RS19340
2	2	1	BT_1166	FE838_RS19345
2	2	1	BT_1167	FE838_RS19350
2	2	1	BT_1168	FE838_RS19355
2	2	1	BT_1169	FE838_RS19360
2	2	1	BT_1170	FE838_RS19365
2	2	1	BT_1171	FE838_RS19370
2	2	1	BT_1172	FE838_RS19375
2	2	1	BT_1173	FE838_RS19380
2	2	1	BT_1174	FE838_RS19385
2	2	1	BT_1175	FE838_RS19390
2	2	1	BT_1176	FE838_RS19395
2	2	1	BT_1177	FE838_RS19400
2	2	1	BT_1178	FE838_RS19405
2	2	1	BT_1179	FE838_RS19410
2	2	1	BT_1180	FE838_RS19415
2	2	1	BT_1181	FE838_RS19420
2	2	1	BT_1182	FE838_RS19425
2	2	1	BT_1183	FE838_RS19435
2	2	1	BT_1184	FE838_RS19440
2	2	1	BT_1185	FE838_RS19445
2	2	1	BT_1186	FE838_RS19450
2	2	1	BT_1187	FE838_RS24650
2	2	1	BT_1188	FE838_RS24655
2	2	1	BT_1189	FE838_RS19465
2	2	1	BT_1190	FE838_RS19470
2	2	1	BT_1191	FE838_RS19475
2	2	1	BT_1192	FE838_RS19480
2	2	1	BT_1193	FE838_RS19485
2	2	1	BT_1194	FE838_RS19490
2	2	1	BT_1195	FE838_RS19495
2	2	1	BT_1196	FE838_RS19500
2	2	1	BT_1197	FE838_RS19505
2	2	1	BT_1198	FE838_RS19510
2	2	1	BT_1199	FE838_RS19515
2	2	1	BT_1200	FE838_RS19520
2	2	1	BT_1201	FE838_RS19525
2	2	1	BT_1203	FE838_RS19530
2	2	1	BT_1204	FE838_RS19535
2	2	1	BT_1205	FE838_RS19540
2	2	1	BT_1206	FE838_RS19545
2	2	1	BT_1207	FE838_RS19550
2	2	1	BT_1208	FE838_RS19555
2	2	1	BT_1209	FE838_RS19560
2	2	1	BT_1210	FE838_RS19565
2	2	1	BT_1211	FE838_RS19570
2	2	1	BT_1212	FE838_RS19575
2	2	1	BT_1213	FE838_RS19580
2	2	1	BT_1214	FE838_RS19585
2	2	1	BT_1215	FE838_RS19590
2	2	1	BT_1216	FE838_RS19595
2	2	1	BT_1217	FE838_RS19600
2	2	1	BT_1218	FE838_RS19605
2	2	1	BT_1219	FE838_RS19610
2	2	1	BT_1220	FE838_RS19615
2	2	1	BT_1221	FE838_RS19620
2	2	1	BT_1222	FE838_RS19630
2	2	1	BT_1223	FE838_RS19635
2	2	1	BT_1224	FE838_RS19640
2	2	1	BT_1225	FE838_RS19645
2	2	1	BT_1226	FE838_RS19650
2	2	1	BT_1227	FE838_RS19655
2	2	1	BT_1228	FE838_RS19660
2	2	1	BT_1229	FE838_RS19665
2	2	1	BT_1230	FE838_RS19670
2	2	1	BT_1232	FE838_RS19685
2	2	1	BT_1233	FE838_RS19690
2	2	1	BT_1234	FE838_RS19695
2	2	1	BT_1235	FE838_RS19700
2	2	1	BT_1236	FE838_RS19705
2	2	1	BT_1237	FE838_RS19710
2	2	1	BT_1238	FE838_RS19715
2	2	1	BT_1239	FE838_RS19720
2	2	1	BT_1240	FE838_RS19725
2	2	1	BT_1242	FE838_RS19730
2	2	1	BT_1243	FE838_RS19735
2	2	1	BT_1244	FE838_RS19740
2	2	1	BT_1247	FE838_RS19750
2	2	1	BT_1248	FE838_RS19755
2	2	1	BT_1249	FE838_RS19760
2	2	1	BT_1250	FE838_RS19765
2	2	1	BT_1251	FE838_RS19770
2	2	1	BT_1252	FE838_RS19775
2	2	1	BT_1253	FE838_RS19780
2	2	1	BT_1254	FE838_RS19785
2	2	1	BT_1255	FE838_RS19790
2	2	1	BT_1256	FE838_RS19795
2	2	1	BT_1257	FE838_RS19800
2	2	1	BT_1258	FE838_RS19805
2	2	1	BT_1259	FE838_RS19810
2	2	1	BT_1261	FE838_RS19815
2	2	1	BT_1262	FE838_RS19820
2	2	1	BT_1263	FE838_RS19825
2	2	1	BT_1264	FE838_RS19830
2	2	1	BT_1265	FE838_RS19835
2	2	1	BT_1266	FE838_RS19840
2	2	1	BT_1267	FE838_RS19845
2	2	1	BT_1268	FE838_RS19850
2	2	1	BT_1269	FE838_RS19855
2	2	1	BT_1270	FE838_RS19860
2	2	1	BT_1271	FE838_RS19865
2	2	1	BT_1272	FE838_RS19870
2	2	1	BT_1273	FE838_RS19875
2	2	1	BT_1274	FE838_RS19880
2	2	1	BT_1275	FE838_RS19885
2	2	1	BT_1276	FE838_RS19890
2	2	1	BT_1277	FE838_RS19895
2	2	1	BT_1278	FE838_RS19900
2	2	1	BT_1279	FE838_RS19905
2	2	1	BT_1280	FE838_RS19910
2	2	1	BT_1281	FE838_RS19915
2	2	1	BT_1282	FE838_RS19920
2	2	1	BT_1283	FE838_RS19925
2	2	1	BT_1284	FE838_RS19930
2	2	1	BT_1285	FE838_RS19935
2	2	1	BT_1286	FE838_RS19940
2	2	1	BT_1287	FE838_RS19945
2	2	1	BT_1288	FE838_RS19950
2	2	1	BT_1289	FE838_RS19955
2	2	1	BT_1290	FE838_RS19960
2	2	1	BT_1291	FE838_RS19965
2	2	1	BT_1292	FE838_RS19970
2	2	1	BT_1293	FE838_RS19975
2	2	1	BT_1294	FE838_RS19980
2	2	1	BT_1295	FE838_RS19985
2	2	1	BT_1296	FE838_RS19990
2	2	1	BT_1297	FE838_RS19995
2	2	1	BT_1298	FE838_RS20000
2	2	1	BT_1299	FE838_RS20005
2	2	1	BT_1300	FE838_RS20010
2	2	1	BT_1301	FE838_RS20015
2	2	1	BT_1302	FE838_RS20020
2	2	1	BT_1303	FE838_RS20025
2	2	1	BT_1304	FE838_RS20030
2	2	1	BT_1305	FE838_RS20035
2	2	1	BT_1306	FE838_RS20040
2	2	1	BT_1308	FE838_RS20070
2	2	1	BT_1309	FE838_RS20075
2	2	1	BT_1310	FE838_RS20080
2	2	1	BT_1311	FE838_RS20085
2	2	1	BT_1312	FE838_RS20090
2	2	1	BT_1313	FE838_RS20095
2	2	1	BT_1314	FE838_RS20100
2	2	1	BT_1315	FE838_RS20110
2	2	1	BT_1316	FE838_RS20115
2	2	1	BT_1317	FE838_RS20120
2	2	1	BT_1318	FE838_RS20125
2	2	1	BT_1319	FE838_RS20130
2	2	1	BT_1320	FE838_RS20135
2	2	1	BT_1321	FE838_RS20140
2	2	1	BT_1322	FE838_RS20145
2	2	1	BT_1323	FE838_RS20150
2	2	1	BT_1324	FE838_RS20155
2	2	1	BT_1325	FE838_RS20160
2	2	1	BT_1326	FE838_RS20165
2	2	1	BT_1327	FE838_RS20170
2	2	1	BT_1328	FE838_RS20175
2	2	1	BT_1329	FE838_RS20180
2	2	1	BT_1330	FE838_RS20185
2	2	1	BT_1331	FE838_RS20190
2	2	1	BT_1332	FE838_RS20195
